Frontside,Flipside,Category,Level
compel,"وادار کردن ، مجبور کردن





push





compel somebody to do something = The law will compel employers to provide health insurance.",,0
compelling,"قانع کننده-جذاب





1) convincing-forcing 2) interesting




His life makes a compelling story",,0
compensate,"جبران كردن ، خسارت دادن ، غرامت دادن ، تاوان دادن



make up",,0
complaint,"اعتراض ، شکایت




protest




file/lodge a complaint formal (=make a complaint) She filed a complaint against several of her colleagues.",,0
complement,"مکمل ، تکمیل کردن




1)add to 2)supplement





to make a good combination with someone or something else=John and Bob complemented each other well",,0
completely,"به طور کامل ، کاملا




totally




I completely forgot that it’s his birthday today.",,0
complex,"شبکه، مجموعه اپارتمان ،پر نقش و نگار ، پیچیده





1) system (n),a group of buildings, or a large building with many parts, used for a particular purpose,2) elaborate (adj)




The town has one of the best leisure complexes in the country.The company has a complex organizational structure.",,0
complicated,"پیچیده ، بغرنج




complex -made things more difficult




I had to fill in this really complicated form.",,0
component,"جز ، اجزا




constituent,constitution




Fresh fruit and vegetables are an essential component of a healthy diet.",,0
composition,"ترکیب ، مخلوط




1) mixture 2) a piece of music,poam 3) writting at school",,0
comprehensive,"کامل، جامع ، قابل فهم




complete,understandable: thorough





including all the necessary facts, details, or problems that need to be dealt with = We offer our customers a comprehensive range of financial products.comprehensive review/study/survey/account etc=a thorough and comprehensive review of the case",,0
comprise,"شامل بودن ، در بر داشتن



consist of: make up: form;constitute




The house comprises two bedrooms, a kitchen, and a living room.",,0
compulsory,"اجباری ، ضروری




required, mandatory




the threat of compulsory redundancies",,0
concede,"قبول کردن، تصدیق کردن




accept



That’s the only possible solution.’ ‘Yes, I suppose so, ’ Charles conceded",,0
conceive,"با ملاحظه ی ، درک




با ملاحظه ی ، درک",,0
consensus,"توافق، رضایت




agreement



a lack of consensus about the aims of the project",,0
concern,"دغدغه-نگرانی



interest, a matter of interest or importance to someone



The recent rise in crime is a matter of considerable public concern.",,0
concise,"ساده ، مختصر



simple, brief, short



Your summary should be as clear and concise as possible.",,0
conclusive,"قطعی، نهایی




final: ultimate;showing that something is definitely true




The investigation failed to provide any conclusive evidence.conclusive proof/evidence/findings etc",,0
conducive,"منجر (شونده)، موجب، باعث



contributive




be conducive to something=A quiet room is a more conducive atmosphere for studying. conducive to learning",,0
configuration,"پیکربندی ، آرایش، فرم



arrangement: form



the configuration of pistons in an engine",,0
confine,"محدود کردن




limit, keep or restrict within limits-~ to=limited to, restricted




be confined to somebody/something=The police cadet’s duties were confined to taking statements from the crowd. The risk of infection is confined to medical personnel.",,0
confront,"رو به رو شدن-مواجه شدن با یک مشکل یا سختی-مقابله کردن-متهم کردن




face-1)if a problem, difficulty",,0
congeal,"یخ بستن-سفت شدن



solidify;if a liquid such as blood ~s, it becomes thick or solid



The fat had slowly congealed in the pan.",,0
congregate,"جمع شدن به صورت دست جمعی در یک مکان




gather, assemble;to come together in a group OPP disperse




Crowds began to congregate to hear the president’s speech.Many insects have particular types of place where they congregate for mating.",,0
conjunction,"ترکیب



combination- a combination of different things that have come together by chance",,0
consecutive,"متوالی، پی در پی



successive



Can they win the title for the third consecutive season?",,0
consequence,"اهمیت-نتیجه



1) importance 2)result",,0
consequent,"ناشی از آن-برپایه ی-پیامد



resulting: later: resultant :consequential ;happening as a result of a particular event or situation",,0
consequential,"مهم ، قابل توجه-پیامد (در پی چیزی امدن)




1.significant important-2. happening as a direct result of a particular event or situation-resulting: later: resultant",,0
